,Address,Price,NoOfBedrooms,NoOfBathrooms,AreaSqYards
9658,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,286
9659,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,286
9660,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,286
9661,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,286
9662,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,286
9663,"Gulistan-e-Jauhar, Karachi",23500000.0,3.0,3.0,300
9664,"Askari 5, Malir Cantonment",46500000.0,4.0,4.0,330
9665,"Askari 5, Malir Cantonment",46500000.0,4.0,4.0,330
9666,"Askari 5, Malir Cantonment",46500000.0,4.0,4.0,330
9667,"Askari 5 - Sector B, Askari 5",80000000.0,5.0,5.0,500
9668,"Askari 5 - Sector B, Askari 5",80000000.0,5.0,5.0,500
9669,"Askari 5 - Sector B, Askari 5",80000000.0,5.0,5.0,500
9670,"Askari 5 - Sector B, Askari 5",80000000.0,5.0,5.0,500
9671,"Askari 5 - Sector B, Askari 5",80000000.0,5.0,5.0,500
9672,"Askari 5 - Sector B, Askari 5",80000000.0,5.0,5.0,500
9673,"Askari 5 - Sector B, Askari 5",80000000.0,5.0,5.0,500
9674,"Askari 5 - Sector H, Askari 5",80000000.0,5.0,5.0,375
9675,"Askari 5 - Sector H, Askari 5",80000000.0,5.0,5.0,375
9676,"Askari 5 - Sector H, Askari 5",80000000.0,5.0,5.0,375
9677,"Askari 5 - Sector H, Askari 5",80000000.0,5.0,5.0,375
9678,"Askari 4, Gulistan-e-Jauhar",55000000.0,3.0,3.0,256
9679,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9680,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9681,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9682,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9683,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9684,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9685,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9686,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9687,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9688,"Falcon Complex New Malir, Malir",85000000.0,5.0,5.0,500
9689,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9690,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9691,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9692,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9693,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9694,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9695,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9696,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9697,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9698,"DHA Phase 4, DHA Defence",29000000.0,4.0,4.0,250
9699,other,13500000.0,3.0,3.0,180
9700,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9701,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9702,"Falcon Complex New Malir, Malir",90000000.0,5.0,5.0,500
9703,"DHA Phase 4, DHA Defence",29000000.0,4.0,4.0,250
9704,other,13500000.0,3.0,3.0,180
9705,"Surjani Town, Gadap Town",5167000.0,2.0,2.0,156
9706,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9707,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9708,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9709,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9710,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9711,"Bahria Heights, Bahria Town Karachi",8500000.0,2.0,2.0,122
9712,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9713,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
9714,"Askari 5 - Sector J, Askari 5",67500000.0,5.0,5.0,375
9715,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9716,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
9717,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
9718,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
9719,"Bahria Apartments, Bahria Town Karachi",8300000.0,2.0,2.0,106
9720,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
9721,"Bahria Apartments, Bahria Town Karachi",8300000.0,2.0,2.0,106
9722,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9723,"Bahria Apartments, Bahria Town Karachi",8300000.0,2.0,2.0,106
9724,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9725,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9726,"Askari 5 - Sector J, Askari 5",66000000.0,5.0,5.0,375
9727,"Askari 5 - Sector J, Askari 5",67500000.0,5.0,5.0,375
9728,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
9729,"Federal B Area - Block 15, Federal B Area",30000000.0,3.0,3.0,120
9730,"Saima Arabian Villas, Gadap Town",12200000.0,2.0,2.0,120
9731,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
9732,"Askari 5 - Sector J, Askari 5",66500000.0,5.0,5.0,375
9733,"Askari 5 - Sector J, Askari 5",67500000.0,5.0,5.0,375
9734,"Askari 5 - Sector J, Askari 5",67500000.0,5.0,5.0,375
9735,"Askari 5 - Sector J, Askari 5",67500000.0,5.0,5.0,375
9736,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
9737,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
9738,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
9739,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
9740,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
9741,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
9742,"Askari 5 - Sector J, Askari 5",70000000.0,5.0,5.0,375
9743,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,286
9744,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9745,"Askari 5 - Sector J, Askari 5",50000000.0,4.0,4.0,330
9746,"DHA Phase 2 Extension, DHA Defence",29000000.0,4.0,4.0,250
9747,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,286
9748,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9749,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9750,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,286
9751,"Askari 5 - Sector J, Askari 5",50000000.0,4.0,4.0,330
9752,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,286
9753,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9754,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9755,"Askari 5 - Sector J, Askari 5",50000000.0,4.0,4.0,330
9756,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,286
9757,"DHA Phase 5, DHA Defence",285000000.0,6.0,6.0,888
9758,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9759,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9760,"Askari 5 - Sector J, Askari 5",50000000.0,4.0,4.0,330
9761,"Askari 5 - Sector J, Askari 5",50000000.0,4.0,4.0,330
9762,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9763,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9764,"Askari 5 - Sector J, Askari 5",50000000.0,4.0,4.0,330
9765,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,286
9766,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9767,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,286
9768,"Askari 5 - Sector J, Askari 5",64200000.0,5.0,5.0,375
9769,"DHA Phase 7 Extension, DHA Defence",29000000.0,4.0,4.0,250
9770,"Gulshan-e-Usman Housing Society, Karachi",17500000.0,4.0,4.0,120
9772,"DHA Phase 5, DHA Defence",7000000.0,2.0,2.0,106
9773,"DHA Phase 5, DHA Defence",6000000.0,2.0,2.0,50
9775,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9776,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9777,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9778,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",13500000.0,2.0,2.0,106
9779,"Tulip Tower, Saadi Road",11500000.0,2.0,2.0,136
9800,"Askari 5 - Sector H, Askari 5",83000000.0,5.0,5.0,427
9801,"Askari 5 - Sector H, Askari 5",85500000.0,5.0,5.0,427
9802,"Askari 5 - Sector H, Askari 5",84500000.0,5.0,5.0,427
9803,"Askari 5 - Sector H, Askari 5",83500000.0,5.0,5.0,427
9804,"Askari 5 - Sector H, Askari 5",83000000.0,5.0,5.0,427
9805,"Askari 5 - Sector H, Askari 5",84000000.0,5.0,5.0,427
9806,other,40000000.0,3.0,3.0,200
9807,"Askari 5 - Sector G, Askari 5",84000000.0,5.0,5.0,500
9808,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",24500000.0,4.0,4.0,120
9809,other,22500000.0,3.0,4.0,200
9810,"Askari 5 - Sector G, Askari 5",85500000.0,5.0,5.0,500
9811,"Askari 5 - Sector G, Askari 5",86500000.0,5.0,5.0,500
9812,"Askari 5 - Sector G, Askari 5",87000000.0,5.0,5.0,500
9813,"Askari 5 - Sector G, Askari 5",86000000.0,5.0,5.0,500
9814,"Askari 5 - Sector G, Askari 5",85000000.0,5.0,5.0,500
9815,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",52500000.0,4.0,6.0,300
9816,"Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal",85000000.0,4.0,6.0,600
9817,"Saima Arabian Villas, Gadap Town",12200000.0,2.0,2.0,120
9818,"Askari 5 - Sector H, Askari 5",86500000.0,5.0,5.0,427
9819,"Askari 5 - Sector G, Askari 5",86500000.0,5.0,5.0,500
9823,"Askari 5, Malir Cantonment",36000000.0,3.0,3.0,286
9824,"Askari 5, Malir Cantonment",37000000.0,3.0,3.0,286
9826,"DHA Phase 8, DHA Defence",29000000.0,4.0,4.0,250
9827,"DHA Phase 7, DHA Defence",140000000.0,6.0,6.0,500
9828,"DHA Phase 5, DHA Defence",155000000.0,6.0,6.0,500
9829,"Falcon Complex New Malir, Malir",82000000.0,5.0,5.0,500
9830,"DHA Phase 6, DHA Defence",145000000.0,6.0,6.0,500
9831,"DHA Phase 8, DHA Defence",152000000.0,6.0,6.0,500
9832,"DHA Phase 8, DHA Defence",165000000.0,6.0,6.0,500
9833,"DHA Phase 2 Extension, DHA Defence",45000000.0,4.0,4.0,200
9834,"DHA Phase 6, DHA Defence",29000000.0,4.0,4.0,250
9835,"North Nazimabad - Block N, North Nazimabad",25000000.0,3.0,3.0,256
9836,"North Nazimabad - Block F, North Nazimabad",21500000.0,3.0,4.0,200
9837,"North Nazimabad - Block H, North Nazimabad",14500000.0,3.0,3.0,150
9838,"North Nazimabad - Block N, North Nazimabad",75000000.0,6.0,6.0,280
9839,"DHA Phase 7, DHA Defence",110000000.0,6.0,6.0,600
9840,other,35000000.0,7.0,6.0,150
9841,"North Nazimabad - Block L, North Nazimabad",16000000.0,3.0,3.0,167
9842,"North Nazimabad - Block C, North Nazimabad",15000000.0,3.0,3.0,200
9843,"North Nazimabad - Block F, North Nazimabad",18000000.0,3.0,3.0,150
9844,"North Nazimabad - Block F, North Nazimabad",90000000.0,10.0,8.0,500
9845,"North Nazimabad - Block F, North Nazimabad",17000000.0,3.0,4.0,172
9846,"ARY Laguna, DHA City Karachi",5750000.0,1.0,1.0,61
9847,"ARY Laguna, DHA City Karachi",10800000.0,2.0,2.0,114
9848,"ARY Laguna, DHA City Karachi",8500000.0,2.0,2.0,94
9849,"ARY Laguna, DHA City Karachi",14500000.0,3.0,3.0,161
9850,"Bahria Apartments, Bahria Town Karachi",8200000.0,2.0,2.0,106
9851,"Bahria Apartments, Bahria Town Karachi",8200000.0,2.0,2.0,106
9852,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9853,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9854,"Bahria Heights, Bahria Town Karachi",6200000.0,2.0,2.0,122
9855,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",13500000.0,2.0,2.0,106
9856,"Tulip Tower, Saadi Road",11500000.0,2.0,2.0,136
9884,other,40000000.0,4.0,5.0,222
9885,"Bahria Sports City, Bahria Town Karachi",23000000.0,4.0,5.0,350
9886,"Clifton - Block 8, Clifton",75000000.0,5.0,5.0,250
9887,"Clifton, Karachi",41500000.0,3.0,4.0,244
9888,"Clifton - Block 6, Clifton",85000000.0,4.0,5.0,356
9889,"KDA Scheme 1, Karachi",45000000.0,3.0,4.0,222
9890,"Emaar Crescent Bay, DHA Phase 8",60000000.0,3.0,4.0,333
9891,"Bahria Town - Precinct 19, Bahria Town Karachi",7500000.0,2.0,2.0,106
9892,"DHA Phase 4, DHA Defence",70000000.0,6.0,6.0,300
9893,"North Nazimabad - Block C, North Nazimabad",17000000.0,3.0,3.0,400
9895,"Shaheed Millat Road, Karachi",45000000.0,3.0,4.0,222
9897,other,59000000.0,3.0,4.0,222
9898,"DHA Phase 5, DHA Defence",29000000.0,4.0,4.0,250
9899,"DHA Phase 8, DHA Defence",49500000.0,4.0,4.0,100
9900,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",160000000.0,6.0,6.0,600
9901,other,16500000.0,2.0,2.0,100
9903,"Bahria Town - Precinct 4, Bahria Town Karachi",57000000.0,5.0,6.0,500
9904,"Askari 5 - Sector J, Askari 5",71000000.0,5.0,5.0,375
9905,"Askari 5 - Sector J, Askari 5",37500000.0,3.0,3.0,300
9906,"Askari 5 - Sector J, Askari 5",39000000.0,3.0,3.0,300
9907,"Askari 5 - Sector J, Askari 5",38500000.0,3.0,3.0,300
9908,"Clifton, Karachi",89700000.0,4.0,5.0,434
9909,"Bath Island, Karachi",70000000.0,3.0,4.0,267
9910,"Bath Island, Karachi",40000000.0,3.0,3.0,222
9911,"Clifton - Block 8, Clifton",45000000.0,3.0,4.0,222
9912,"Civil Lines, Karachi",57500000.0,4.0,4.0,233
9913,"Civil Lines, Karachi",40000000.0,3.0,3.0,200
9914,"Civil Lines, Karachi",36000000.0,3.0,3.0,183
9915,"Bahadurabad, Gulshan-e-Iqbal Town",33000000.0,4.0,5.0,244
9916,other,19000000.0,2.0,2.0,128
9917,"Clifton - Block 9, Clifton",35000000.0,3.0,3.0,278
9918,"Bahria Town - Precinct 1, Bahria Town Karachi",34000000.0,5.0,5.0,250
9919,"North Nazimabad - Block J, North Nazimabad",35000000.0,6.0,6.0,200
9920,"Clifton, Karachi",36000000.0,3.0,4.0,211
9921,"Civil Lines, Karachi",45000000.0,4.0,4.0,278
9922,"Bath Island, Karachi",50000000.0,4.0,4.0,267
9923,"Bath Island, Karachi",58500000.0,4.0,4.0,278
9924,"Clifton - Block 5, Clifton",38500000.0,3.0,3.0,200
9925,"North Nazimabad - Block F, North Nazimabad",18000000.0,3.0,3.0,150
9926,"North Nazimabad - Block F, North Nazimabad",90000000.0,10.0,8.0,500
9927,"North Nazimabad - Block F, North Nazimabad",17000000.0,3.0,4.0,172
9928,"ARY Laguna, DHA City Karachi",5750000.0,1.0,1.0,61
9929,"ARY Laguna, DHA City Karachi",10800000.0,2.0,2.0,114
9930,"ARY Laguna, DHA City Karachi",8500000.0,2.0,2.0,94
9931,"ARY Laguna, DHA City Karachi",14500000.0,3.0,3.0,161
9932,"ARY Laguna, DHA City Karachi",14500000.0,3.0,3.0,161
9933,"Bahria Paradise, Bahria Town Karachi",44000000.0,5.0,5.0,500
9934,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",18500000.0,3.0,3.0,152
9935,"Bahria Town - Precinct 10-A, Bahria Town Karachi",19000000.0,3.0,3.0,200
9936,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",22500000.0,3.0,3.0,200
9937,"Bahria Town - Precinct 35, Bahria Sports City",19500000.0,4.0,4.0,350
9938,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",4500000.0,2.0,2.0,80
9939,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",4500000.0,2.0,2.0,80
9940,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",9900000.0,3.0,3.0,156
9941,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",6000000.0,2.0,2.0,80
9942,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",5400000.0,2.0,2.0,80
9943,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",6000000.0,2.0,2.0,80
9944,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",6000000.0,2.0,2.0,80
9945,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",6000000.0,2.0,2.0,80
9946,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",9900000.0,3.0,3.0,156
9947,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",5400000.0,2.0,2.0,80
9948,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",6000000.0,2.0,2.0,80
9949,"Gulshan-e-Ghazian, Scheme 33 - Sector 51-A",9900000.0,3.0,3.0,156
9950,"Emaar Pearl Towers, Emaar Crescent Bay",62500000.0,3.0,5.0,444
9951,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18000000.0,3.0,3.0,152
9952,"Bahria Town - Precinct 31, Bahria Town Karachi",18000000.0,3.0,3.0,235
9953,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",20000000.0,3.0,3.0,152
9954,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",21000000.0,3.0,3.0,200
9955,"Navy Housing Scheme Karsaz, Karachi",130000000.0,5.0,5.0,350
9956,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",24500000.0,3.0,3.0,200
9957,"Bahria Town - Precinct 10-A, Bahria Town Karachi",21000000.0,3.0,3.0,200
9958,"Bahria Town - Precinct 31, Bahria Town Karachi",15000000.0,3.0,3.0,235
9959,"Bahria Town - Precinct 31, Bahria Town Karachi",15500000.0,3.0,3.0,235
9960,"Bahria Town - Precinct 35, Bahria Sports City",21900000.0,4.0,4.0,350
9961,"Bahria Town - Precinct 35, Bahria Sports City",22500000.0,4.0,4.0,350
9962,"Bahria Paradise, Bahria Town Karachi",45000000.0,5.0,5.0,500
9963,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",19000000.0,3.0,3.0,152
9964,"Bahria Town - Precinct 35, Bahria Sports City",22200000.000000004,4.0,4.0,350
9965,"Badar Commercial Area, DHA Phase 5",7200000.0,2.0,2.0,106
9966,other,12500000.0,2.0,2.0,122
9967,"Navy Housing Scheme Karsaz, Karachi",102500000.0,5.0,5.0,350
9969,"Emaar Crescent Bay, DHA Phase 8",57500000.0,2.0,2.0,178
9970,"Creek Vista, DHA Phase 8",67500000.0,3.0,3.0,361
9971,"Creek Vista, DHA Phase 8",79000000.0,4.0,4.0,418
9972,"Creek Vista, DHA Phase 8",77500000.0,4.0,4.0,417
9973,"Creek Vista, DHA Phase 8",73500000.0,4.0,4.0,417
9974,"Creek Vista, DHA Phase 8",76000000.0,4.0,4.0,417
9975,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,3.0,3.0,200
9976,"Bahria Town - Precinct 27, Bahria Town Karachi",18500000.0,3.0,3.0,235
9977,"Bahria Town - Precinct 31, Bahria Town Karachi",17000000.0,3.0,3.0,235
9978,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",20000000.0,3.0,3.0,152
9979,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17000000.0,3.0,3.0,152
9980,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",16000000.0,3.0,3.0,152
9981,"Bahria Sports City, Bahria Town Karachi",21000000.0,4.0,4.0,350
9982,"Bahria Paradise, Bahria Town Karachi",48000000.0,5.0,5.0,500
9983,"Bahria Apartments, Bahria Town Karachi",26000000.0,4.0,4.0,328
9984,"Bahria Paradise, Bahria Town Karachi",49000000.0,5.0,5.0,500
9985,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17500000.0,3.0,3.0,200
9986,"Bahria Paradise, Bahria Town Karachi",49000000.0,5.0,5.0,500
9987,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",15000000.0,3.0,3.0,152
9988,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17500000.0,3.0,3.0,200
9989,"Shahra-e-Faisal, Karachi",47500000.0,4.0,4.0,267
9990,"Shahra-e-Faisal, Karachi",45000000.0,3.0,3.0,189
9991,"Shahra-e-Faisal, Karachi",44800000.00000001,4.0,4.0,189
9992,"Bahadurabad, Gulshan-e-Iqbal Town",125000000.0,7.0,8.0,500
9993,"Shahra-e-Faisal, Karachi",47500000.0,4.0,4.0,267
9994,other,220000000.0,7.0,8.0,500
9995,other,190000000.0,7.0,8.0,500
9996,"Shaheed Millat Road, Karachi",48000000.0,3.0,4.0,189
9997,"Shaheed Millat Road, Karachi",36000000.0,3.0,3.0,194
9998,"Shaheed Millat Road, Karachi",35000000.0,3.0,3.0,250
9999,"Shaheed Millat Road, Karachi",60000000.0,3.0,3.0,217
10000,"North Nazimabad - Block J, North Nazimabad",35000000.0,6.0,6.0,200
10001,"Clifton, Karachi",36000000.0,3.0,4.0,211
10002,"Civil Lines, Karachi",45000000.0,4.0,4.0,278
10003,"Bath Island, Karachi",50000000.0,4.0,4.0,267
10004,"Bath Island, Karachi",58500000.0,4.0,4.0,278
10005,"Clifton - Block 5, Clifton",38500000.0,3.0,3.0,200
10006,"Bath Island, Karachi",75000000.0,4.0,4.0,267
10007,"Clifton - Block 5, Clifton",25000000.0,3.0,3.0,183
10008,"Clifton - Block 5, Clifton",125000000.0,7.0,6.0,500
10009,"Clifton - Block 5, Clifton",31500000.0,3.0,3.0,222
10010,"Bahria Apartments, Bahria Town Karachi",20000000.0,3.0,3.0,250
10011,"Bahria Apartments, Bahria Town Karachi",7500000.0,2.0,2.0,106
10012,"Bahria Apartments, Bahria Town Karachi",28000000.0,4.0,4.0,328
10013,"Bahria Apartments, Bahria Town Karachi",8500000.0,2.0,2.0,106
10014,"Bahria Apartments, Bahria Town Karachi",19000000.0,3.0,3.0,250
10015,"Bahria Apartments, Bahria Town Karachi",27000000.0,4.0,4.0,328
10016,"Bahria Apartments, Bahria Town Karachi",21000000.0,3.0,3.0,250
10017,"Bahria Apartments, Bahria Town Karachi",28000000.0,4.0,4.0,328
10018,"Bahria Apartments, Bahria Town Karachi",20000000.0,3.0,3.0,250
10019,"Bahria Apartments, Bahria Town Karachi",7200000.0,2.0,2.0,106
10020,"Bahria Apartments, Bahria Town Karachi",19000000.0,3.0,3.0,250
10021,"Bahria Apartments, Bahria Town Karachi",7500000.0,2.0,2.0,106
10022,"Bahria Apartments, Bahria Town Karachi",8500000.0,2.0,2.0,106
10023,"Bahria Apartments, Bahria Town Karachi",7200000.0,2.0,2.0,106
10024,"Bahria Apartments, Bahria Town Karachi",27000000.0,4.0,4.0,328
10025,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18500000.0,3.0,3.0,200
10026,"Bahria Town - Precinct 27, Bahria Town Karachi",17500000.0,3.0,3.0,235
10027,"Bahria Town - Precinct 31, Bahria Town Karachi",16000000.0,3.0,3.0,235
10028,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",18000000.0,3.0,3.0,152
10029,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",16000000.0,3.0,3.0,152
10030,"Bahria Sports City, Bahria Town Karachi",23000000.0,4.0,4.0,350
10031,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",24000000.0,3.0,3.0,200
10032,"Bahria Town - Precinct 10-A, Bahria Town Karachi",19000000.0,3.0,3.0,200
10033,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,3.0,3.0,200
10034,"Bahria Town - Precinct 27, Bahria Town Karachi",18500000.0,3.0,3.0,235
10035,"Bahria Town - Precinct 31, Bahria Town Karachi",17000000.0,3.0,3.0,235
10036,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",20000000.0,3.0,3.0,152
10037,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17000000.0,3.0,3.0,152
10038,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",16000000.0,3.0,3.0,152
10039,"Bahria Sports City, Bahria Town Karachi",21000000.0,4.0,4.0,350
10040,"Bahria Paradise, Bahria Town Karachi",48000000.0,5.0,5.0,500
10041,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",23500000.0,3.0,3.0,200
10042,"Bahria Town - Precinct 10-A, Bahria Town Karachi",18500000.0,3.0,3.0,200
10043,"Bahria Town - Precinct 27, Bahria Town Karachi",17500000.0,3.0,3.0,235
10044,"Bahria Town - Precinct 31, Bahria Town Karachi",16000000.0,3.0,3.0,235
10045,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",18000000.0,3.0,3.0,152
10046,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",16000000.0,3.0,3.0,152
10047,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",15000000.0,3.0,3.0,152
10048,"Bahria Sports City, Bahria Town Karachi",23000000.0,4.0,4.0,350
10049,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",24000000.0,3.0,3.0,200
10050,"Bahria Town - Precinct 10-A, Bahria Town Karachi",19000000.0,3.0,3.0,200
10051,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",18500000.0,3.0,3.0,200
10052,"Bahria Town - Precinct 27, Bahria Town Karachi",18500000.0,3.0,3.0,235
10053,"Bahria Town - Precinct 31, Bahria Town Karachi",17000000.0,3.0,3.0,235
10054,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",20000000.0,3.0,3.0,152
10055,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",17000000.0,3.0,3.0,152
10056,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",16000000.0,3.0,3.0,152
10057,"Bahria Sports City, Bahria Town Karachi",21000000.0,4.0,4.0,350
10058,"Bahria Paradise, Bahria Town Karachi",48000000.0,5.0,5.0,500
